Gene	A19_uninfected	A20_uninfected	A21_uninfected	A22_uninfected	A23_uninfected	A19_influenza	A20_influenza	A21_influenza	A22_influenza	A23_influenza
PRB1	150	173	139	114	159	99	87	252	137	125
PRELID3BP5	0	0	0	2	0	0	0	0	0	1
AC007036.3	0	0	0	0	0	0	0	0	0	0
AC136475.1	19	3	6	21	36	12	40	25	33	41
SUMO2P5	0	0	0	0	0	0	0	0	0	0
PCDHA12	0	0	0	0	0	0	0	0	0	0
AC005920.3	4	2	1	3	1	2	8	2	3	5
ZNF346-IT1	0	0	0	0	0	0	0	0	0	0
BRCC3P1	0	0	0	0	0	0	0	0	0	0
AC113404.2	0	0	0	0	0	0	0	0	0	0
FAM86EP	0	0	0	0	0	0	0	0	0	0
AC113346.2	7	11	5	8	7	20	9	14	14	11
AC010260.1	0	0	0	0	0	0	0	0	0	0
SNHG27	37	48	44	43	80	46	37	71	24	40
AC027343.3	0	0	1	0	0	2	0	0	0	0
AC073848.1	0	1	0	0	2	3	3	0	2	0
AC008591.1	17	25	26	19	37	45	23	19	35	23
AC122718.2	0	0	0	0	0	0	0	0	0	0
UGT2B27P	0	0	0	0	0	0	0	0	0	0
OR10J8P	0	0	0	0	0	0	0	0	0	0
AC104791.1	0	0	0	0	0	0	0	0	0	0
LINC02507	55	52	27	133	90	55	72	67	173	107
AC079140.5	4	3	2	3	5	2	1	0	4	0
AC114786.3	0	0	0	0	0	0	0	0	0	0
PTX4	1	0	2	0	1	2	0	2	1	0
USP17L9P	0	0	0	0	0	0	0	0	0	0
RN7SKP24	0	0	0	0	0	0	0	0	0	0
RNA5SP445	0	0	0	0	0	0	0	0	0	0
RNU6-857P	0	0	0	0	0	0	0	0	0	0
RNU6-998P	0	0	0	0	0	0	0	0	0	0
RF00561	0	0	0	0	0	0	0	0	0	0
RNA5-8SP6	0	0	1	1	0	2	0	1	2	1
RNU7-61P	0	0	0	0	0	0	0	0	0	0
RNU7-37P	0	0	0	0	0	0	0	0	0	1
RNU6-632P	0	0	0	0	0	0	0	0	0	0
RNU7-20P	0	0	0	0	0	0	0	0	0	0
RN7SKP67	0	0	0	0	0	0	0	0	0	0
RF00263	0	0	0	0	0	0	0	0	0	0
RNA5SP419	0	0	0	0	0	0	0	0	0	0
RNU2-13P	0	0	0	0	0	0	0	0	0	0
RNU6-408P	0	0	0	0	0	0	0	0	0	0
RNU7-123P	0	0	0	0	0	0	0	0	0	0
RNU5E-3P	0	0	0	0	0	0	0	0	0	0
RNU7-175P	0	0	0	0	0	0	0	0	0	0
RNU7-41P	0	0	0	0	0	0	0	0	0	0
RNU6-488P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNA5SP401	0	0	0	0	0	0	0	0	0	0
RF00394	0	0	0	0	0	0	0	0	0	0
RN7SKP122	0	0	0	0	0	0	0	0	0	0
SCARNA8	0	0	0	0	0	0	0	0	0	0
RF00402	0	0	0	0	0	0	0	0	0	0
RNU6-1053P	0	0	0	0	0	0	0	0	0	0
RNU4ATAC13P	0	0	0	0	0	0	0	0	0	0
RN7SKP13	2	0	0	0	0	0	0	0	0	0
RF00402	0	0	0	0	0	0	0	0	0	0
RNU7-124P	0	0	0	0	0	0	0	0	0	0
RNA5SP112	0	0	0	0	0	0	0	0	0	0
RNU7-60P	0	0	0	0	0	0	0	0	0	0
RNU4ATAC11P	0	0	0	0	0	0	0	0	0	0
RNU5F-8P	0	0	0	0	0	0	0	0	0	0
RN7SKP46	0	0	0	0	0	0	0	0	0	0
RNU4-29P	0	0	0	0	0	0	0	0	0	0
RNU6-75P	0	0	0	0	0	0	0	0	0	0
RNU6-999P	0	0	0	0	0	0	0	0	0	0
RNA5SP385	0	0	0	0	0	0	0	0	0	0
RNU6-848P	0	0	0	0	0	0	0	0	0	0
RN7SKP298	0	0	0	0	0	1	0	0	0	0
RNA5SP418	0	0	0	0	0	0	0	0	0	0
RNU6-138P	0	0	0	0	0	0	0	0	0	0
RNU6-470P	0	0	0	0	0	0	0	0	0	0
RNA5SP446	0	0	0	0	0	0	0	0	0	0
RNA5SP518	0	0	0	0	0	0	0	0	0	0
RNU7-8P	0	0	0	0	0	0	0	0	0	0
RNA5SP217	0	0	0	0	0	0	0	0	0	0
RNA5SP486	0	0	0	0	0	0	0	0	0	0
RF00026	0	0	0	0	0	0	0	0	0	0
RNU6-1129P	0	0	0	0	0	1	0	0	0	0
RNU6-377P	0	0	0	0	0	0	0	0	0	0
RF01293	0	0	0	0	0	0	0	0	0	0
RN7SKP242	0	0	0	0	0	0	0	0	0	0
RF00334	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNA5SP356	0	0	0	0	0	0	0	0	0	0
RNU6-1170P	0	0	0	0	0	0	0	0	0	0
RNA5SP20	0	0	0	0	0	0	0	0	0	0
RNU7-47P	0	0	0	0	0	0	0	0	0	0
RNU5A-7P	0	0	0	0	0	0	0	0	0	0
RNU4-57P	0	0	0	0	0	0	0	0	0	0
SCARNA6	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU6-237P	0	0	0	0	0	0	0	0	0	0
RF00156	0	0	0	0	0	0	0	0	0	0
RNU6-863P	1	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RF00322	0	0	0	0	0	1	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU6-1294P	0	0	0	0	0	0	0	0	0	0
RF00602	0	0	0	0	0	0	0	0	0	0
RNU6-202P	0	0	0	0	0	0	0	0	0	0
RN7SKP14	0	0	0	0	0	0	0	0	0	0
RN7SKP132	0	0	0	0	3	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU6-983P	0	0	0	0	0	0	0	0	0	0
RN7SKP18	0	0	0	0	0	0	0	0	0	0
SNORD116-26	0	0	0	0	0	0	0	0	0	0
RNA5SP157	0	0	0	0	0	0	0	0	0	0
RF00601	0	0	0	0	0	0	0	0	0	0
RNU6-322P	2	5	2	1	2	2	1	1	2	3
RNU6-583P	0	0	0	0	0	0	0	0	0	0
RF00413	0	0	0	0	0	0	0	0	0	0
RNA5SP162	0	0	0	0	0	0	0	0	0	0
RN7SKP19	0	0	0	0	0	0	0	0	0	0
RF00322	0	0	0	0	0	0	0	0	0	0
RNA5SP436	0	0	0	0	0	0	0	0	0	0
RF00218	0	0	0	0	0	0	0	2	0	0
RNU6-1114P	0	0	0	0	0	0	0	0	0	0
RNU6-319P	0	0	0	0	0	0	0	0	0	0
RNU6ATAC32P	1	0	1	1	1	0	0	0	2	0
RF00019	67	95	70	60	91	104	109	100	76	71
RF00322	0	0	0	0	0	0	0	0	0	0
RNU7-12P	0	0	0	0	0	0	0	0	0	0
RN7SKP155	2	0	0	2	0	0	0	0	0	0
RNU6-1334P	0	0	0	0	0	0	0	0	0	0
RNU6-732P	0	0	0	0	0	0	0	0	0	0
RNU6-803P	0	0	0	0	0	0	0	0	0	0
RF00537	0	0	0	0	0	0	0	0	0	0
RNA5SP96	0	0	0	0	0	0	0	0	0	0
RNU6-772P	0	0	0	0	0	1	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU6-507P	0	0	0	0	0	0	0	0	0	0
MIR449C	0	0	0	0	0	0	0	0	0	0
RNA5SP362	0	0	0	0	0	0	0	2	0	0
RF00322	0	0	0	0	0	0	0	0	0	0
RNU6-1288P	0	0	0	0	0	0	0	0	0	0
RF00601	0	0	0	0	0	0	0	0	0	0
MIR1343	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU6-518P	0	0	0	0	0	0	0	0	0	0
SCARNA21B	0	0	0	0	0	0	0	0	0	0
AC009812.1	8	19	8	22	12	8	11	15	24	21
RNU7-71P	0	0	0	0	0	0	0	0	0	0
SCARNA23	0	0	0	0	0	0	0	0	0	0
RNU2-69P	0	0	0	0	0	0	0	0	0	0
RNA5SP182	0	0	0	0	0	0	0	0	0	0
RNU6-615P	0	0	0	0	0	0	0	0	0	0
RNU5F-2P	0	0	0	0	0	0	0	0	0	0
RNU2-45P	0	0	0	0	0	0	0	0	0	0
RF00152	0	0	0	0	0	0	0	0	0	0
RNU7-75P	0	0	0	0	0	0	0	0	0	0
RNU6-475P	0	0	0	0	0	0	0	0	0	0
RNU6ATAC17P	0	0	0	0	0	0	0	0	0	0
RNA5SP288	0	0	0	0	0	0	0	0	0	0
RNU6-120P	0	0	0	0	0	0	0	0	0	1
RNU6-760P	0	0	0	0	0	0	0	0	0	0
RN7SKP190	0	0	0	0	1	0	0	0	0	0
RNU4-49P	0	0	0	0	0	0	0	0	0	0
RNA5SP497	0	0	0	0	0	0	0	0	0	0
RNU7-79P	0	0	0	0	0	0	0	0	0	0
RNU7-84P	0	0	0	0	0	0	0	0	0	0
RF00156	0	0	0	0	0	0	0	0	0	0
RNU6-976P	0	0	0	0	0	0	0	0	0	0
SNORD116-27	0	0	0	0	0	0	0	0	0	0
RNU6-916P	0	0	0	0	0	1	0	0	0	0
SCARNA11	0	0	0	0	0	0	0	0	0	0
VTRNA2-2P	0	0	0	0	0	0	0	0	0	0
RNA5SP272	0	0	0	0	0	0	0	0	0	0
RNU7-2P	0	0	0	0	0	0	0	0	0	0
RNU6-351P	0	0	0	0	0	0	0	0	0	0
RNU6-240P	0	0	0	0	0	0	0	0	0	0
RNU6-491P	0	0	0	0	0	0	0	0	0	0
RNU6-513P	0	0	0	0	0	0	0	0	0	0
RNU7-200P	0	0	0	0	0	0	0	0	0	0
RNA5SP406	0	0	0	0	0	0	0	0	0	0
RNU1-61P	0	1	2	0	0	0	4	0	0	4
RNU1-86P	0	0	0	0	0	0	0	0	0	0
RNU7-105P	0	0	0	0	0	0	0	0	0	0
RNA5SP216	0	0	0	0	0	0	0	0	0	0
RF00397	0	0	0	0	0	0	0	0	0	0
RNU6-276P	0	0	0	0	0	0	0	0	0	0
RNA5SP408	0	0	0	0	0	0	0	0	0	0
RF00156	0	0	0	0	0	0	0	0	0	0
RNU6-189P	0	0	0	0	0	0	0	0	0	0
RNU6-871P	0	0	0	0	0	0	1	0	0	0
RNU6-1143P	0	0	0	0	0	0	0	0	0	0
RN7SKP179	0	0	0	0	0	0	0	0	0	0
RNA5SP249	0	0	0	0	0	0	0	0	0	0
RNU7-129P	0	0	0	0	0	0	0	0	0	0
RNU6-1278P	0	0	0	0	0	0	0	0	0	0
RF00398	0	0	0	0	0	0	0	0	0	0
RNA5SP116	0	0	0	0	0	0	0	0	0	0
RF00424	0	0	0	0	0	0	0	0	0	0
RNU6-693P	0	0	1	0	0	1	0	0	1	0
RNU6-1023P	0	0	0	0	0	0	0	0	0	0
RN7SKP164	0	0	0	0	0	0	0	0	0	0
RN7SKP34	0	0	0	0	0	0	0	0	0	0
RNU6-1219P	0	0	0	0	0	0	0	0	0	0
RNA5SP522	0	0	0	0	0	0	0	0	0	0
RNU6-496P	0	0	0	0	0	0	0	0	0	0
RNU6-27P	0	0	0	0	0	0	0	0	0	0
RNU6-617P	0	0	0	0	0	0	0	0	0	0
RNU6-1095P	0	0	0	0	0	0	0	0	0	0
RNU6-1102P	0	0	0	0	0	0	0	0	0	0
RNU6-559P	0	0	0	0	0	0	0	0	0	0
RNU6ATAC13P	0	0	0	0	0	0	0	0	0	0
RF00066	0	0	0	0	0	0	0	0	0	0
RNA5SP208	0	0	0	0	0	1	0	0	0	0
RF00591	0	0	0	0	0	0	0	0	0	0
RNU1-41P	0	0	0	0	0	0	0	0	0	0
RNU6-1333P	0	0	0	0	0	0	0	0	0	0
RNU6-123P	0	0	0	0	0	0	0	0	0	0
RNU6-473P	0	0	0	0	0	0	0	0	0	0
RF00413	0	0	0	0	0	0	0	0	0	0
RNU6-718P	0	0	0	0	0	0	0	0	1	0
RN7SKP141	0	0	0	0	0	0	0	0	0	0
RNU6-991P	0	0	0	0	0	0	0	1	0	0
RNA5SP236	0	0	0	0	0	0	0	0	0	0
RNU6-436P	0	0	0	0	0	0	0	0	0	0
RNU7-52P	0	0	0	0	0	0	0	0	0	0
RN7SKP43	2	0	2	0	0	0	0	0	0	1
RN7SKP157	0	0	0	0	0	0	0	0	0	0
RNU6-1161P	1	2	3	4	4	6	1	6	3	3
RF00019	0	0	0	0	0	0	0	0	0	0
RF00154	0	0	0	0	0	0	0	0	0	0
RNU4ATAC18P	0	0	0	0	0	0	0	0	0	0
RNA5SP180	0	0	0	0	0	0	0	0	0	0
RNU7-49P	0	0	0	0	0	0	0	0	0	0
SCARNA17	0	0	0	0	0	0	0	0	0	0
RNA5SP227	0	0	0	0	0	0	0	0	0	0
RNU2-27P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNA5SP458	0	0	0	0	0	0	0	1	0	0
RNU6-168P	0	0	0	0	0	0	0	0	0	0
RF00322	0	0	0	2	1	1	0	0	0	0
RNA5SP303	0	0	0	0	0	0	0	0	0	0
RNA5SP154	0	0	0	0	0	0	0	0	0	0
RNU7-154P	0	0	0	0	0	0	0	0	0	0
RNU4ATAC8P	0	0	0	0	0	0	0	0	0	0
RNU6-927P	3	0	1	5	1	9	11	4	2	1
SCARNA5	0	0	0	0	0	0	0	0	0	0
RF00402	0	0	0	0	0	0	0	0	0	0
RNA5SP521	0	0	0	0	0	0	0	0	0	0
RNU4ATAC14P	0	0	0	0	0	1	0	0	0	0
RF00156	0	0	0	0	0	0	0	0	0	0
RNU6-904P	0	0	0	0	0	0	0	0	0	0
RF01225	0	0	0	0	0	1	0	0	0	0
RNU6-1194P	0	0	0	0	0	0	0	0	0	0
RNU2-30P	0	0	0	0	0	0	0	0	0	0
RNU6ATAC9P	0	0	0	0	0	0	0	0	0	0
RF00492	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RF00133	0	0	0	0	0	0	0	0	0	0
RNU6-581P	0	0	0	0	0	0	0	0	0	0
RNU6-982P	0	0	0	0	0	0	0	0	0	0
RNU6-1262P	0	0	0	0	0	0	0	0	0	0
RNU6ATAC14P	0	0	0	0	1	2	0	0	0	2
RN7SKP52	0	0	0	0	0	0	0	0	0	0
RNA5SP253	0	1	0	0	0	0	0	0	0	1
RNU6-1196P	0	0	0	0	0	0	0	0	0	0
RNU6-561P	0	0	0	0	0	0	0	0	0	0
RNU6-1281P	0	0	0	0	0	0	0	0	0	0
RNU6-311P	0	0	0	0	0	0	0	0	0	0
RNY4P37	1	0	0	0	0	0	1	2	0	0
RNU6-397P	0	0	0	0	0	0	0	0	0	0
RN7SKP288	0	0	0	0	0	0	0	0	0	0
RNU6-162P	14	28	17	15	15	22	36	23	16	18
RNU6-287P	0	0	0	0	0	0	0	0	0	0
RF01233	2	0	0	1	0	0	0	0	1	0
RNA5SP228	0	0	0	0	0	1	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RF00438	0	0	0	0	0	0	0	1	0	0
RNU6-150P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RF00561	0	1	0	0	0	2	1	2	0	0
RF00322	0	0	0	0	0	0	0	0	0	0
RN7SKP276	0	0	0	0	0	0	0	0	0	0
RNU6-1101P	0	0	0	0	0	0	0	0	0	0
RNU7-174P	0	1	0	0	0	0	2	0	3	0
RNA5SP464	0	0	0	0	0	0	0	0	0	0
RNU6-415P	1	3	0	1	0	1	2	3	1	2
RNU6-469P	0	0	0	0	0	0	0	0	0	0
RNU6-1041P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU6-864P	0	0	0	0	0	0	0	0	0	0
RNU2-53P	0	0	0	0	0	0	0	0	0	0
RNU4-71P	0	0	0	0	0	0	0	0	0	0
RNU6-390P	1	0	0	0	0	0	0	0	0	0
RF00019	0	0	1	0	1	0	0	0	1	2
RNA5SP341	0	0	0	0	0	0	0	0	0	0
RNA5SP320	0	0	0	0	0	0	0	0	0	0
RNU6-947P	0	0	0	0	0	0	0	0	0	0
RNU6-416P	1	3	0	0	0	0	0	0	0	0
RN7SKP196	2	0	0	0	0	0	0	0	0	0
RNU6-327P	0	0	0	0	0	0	0	0	0	0
RNU7-99P	0	0	0	0	0	0	0	0	0	0
RNU6-277P	0	0	0	0	0	0	0	0	0	0
RNU6-547P	0	0	0	0	0	0	0	0	0	0
RF00561	0	0	0	0	0	0	0	0	0	0
RN7SKP12	0	0	0	0	0	0	0	0	0	0
RNA5SP76	0	0	0	0	0	0	0	0	0	0
RN7SKP248	0	0	0	0	0	0	0	0	0	0
RNU4ATAC7P	0	1	0	0	0	0	0	0	0	0
RNU6-1146P	0	0	0	1	1	0	0	0	0	0
RNA5SP410	0	0	0	0	0	0	0	0	0	0
RF00322	0	0	0	0	0	0	0	0	0	0
RNU6-346P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU6-758P	2	4	3	2	3	2	2	1	2	1
RNU6-917P	0	0	0	0	0	0	0	0	0	0
RNU6-191P	0	0	0	0	0	0	0	0	0	0
RNU1-143P	0	0	0	0	0	0	0	0	0	0
RNY3P15	0	0	0	0	0	0	0	0	0	0
RNA5SP220	0	0	0	0	0	0	0	0	0	0
RNU6-1232P	0	0	0	0	0	0	0	0	0	0
RF00154	0	0	0	0	0	0	0	0	0	0
RNU6-523P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU4ATAC4P	0	0	0	0	0	0	0	0	0	0
RNU6-1108P	0	0	0	0	0	0	0	0	0	0
RNU6ATAC39P	0	0	0	0	0	0	0	0	0	0
RF01225	0	0	0	0	0	0	0	0	1	0
RNU6-970P	0	0	0	0	0	0	0	0	0	0
RF00598	0	0	0	0	0	0	0	0	0	0
RNU6-1299P	0	0	0	0	0	0	0	0	0	0
RNU6-313P	0	0	0	0	0	0	0	0	0	0
RF00086	0	0	2	1	3	1	0	1	1	1
RF00090	0	0	0	0	0	0	0	0	0	0
RNU6-1045P	0	0	0	0	0	0	0	0	0	0
RNU6-795P	0	0	0	0	0	0	0	0	0	0
RF00156	3	6	5	0	6	3	5	6	1	1
RNVU1-2	0	0	0	0	0	0	0	0	0	0
RF00322	0	0	0	0	0	0	0	0	0	0
RNU6-1338P	0	0	1	0	0	1	0	0	0	0
RF00561	0	0	0	0	0	0	0	0	0	0
RF00283	0	0	0	0	0	0	0	0	0	0
RNU6-65P	0	0	0	0	0	0	0	0	0	0
RF00492	0	0	0	0	0	0	0	0	0	0
RNU6-1225P	0	0	0	0	0	0	0	0	0	0
RNY3P16	3	1	0	0	2	0	1	2	2	2
RNU6-1206P	0	0	0	0	0	0	0	0	0	0
RNA5SP315	11	9	7	15	7	8	10	12	11	16
RNU6-1265P	0	0	1	0	0	0	1	0	0	0
MIR2278	0	0	0	0	0	0	0	0	0	0
RNU6-941P	0	0	0	0	0	0	0	0	0	0
RNU6-155P	0	0	0	0	0	0	0	0	0	0
RNU6-479P	0	0	0	0	0	0	0	0	0	0
RF00139	0	0	0	0	0	0	0	0	0	0
RNA5SP318	0	0	0	0	0	0	0	0	0	0
RNU6-830P	0	0	0	0	0	0	0	0	0	0
RN7SKP31	0	0	0	0	0	0	0	0	0	0
RNA5SP282	0	0	0	0	0	0	0	0	0	0
RNU1-95P	0	0	0	0	0	0	0	0	0	0
RNA5SP287	0	0	0	0	0	0	0	0	0	0
RNA5SP200	0	0	0	2	0	0	0	0	0	0
RF01169	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU6-720P	0	0	0	0	0	0	0	0	0	0
RNU6-109P	0	0	0	0	0	0	0	0	0	0
RNU7-18P	0	0	0	0	0	0	0	0	0	0
RNU7-69P	0	0	1	0	0	1	0	0	0	0
RNA5SP255	0	0	0	0	0	0	0	0	0	0
RNA5SP413	0	0	0	0	0	0	0	0	0	0
RNU6-948P	0	0	0	0	0	0	0	0	0	0
RNU2-10P	0	0	0	0	0	0	0	0	0	0
RNU6-752P	0	0	0	0	0	0	0	0	0	0
RNU6-781P	0	1	0	0	0	0	0	0	0	0
RF00561	0	0	0	0	0	0	0	0	0	0
RF00492	0	0	0	0	0	0	0	0	0	0
RNU6-751P	0	0	0	0	0	0	0	0	0	0
RF00411	0	0	0	0	0	0	0	0	0	0
RF00426	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RF00156	0	0	2	0	1	0	2	0	0	0
RF00285	1	0	0	0	0	0	0	1	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RF00402	0	0	0	0	0	0	0	0	0	0
RNU6-764P	0	0	0	0	0	0	0	0	0	0
RNU7-40P	0	0	0	0	0	0	0	0	0	0
RNA5SP365	0	0	0	2	0	0	0	0	1	1
RNU1-48P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNA5SP473	0	0	0	0	0	0	0	0	0	0
RNU2-58P	0	0	0	0	0	0	0	0	0	0
SNORA74D	0	0	0	0	0	0	0	0	0	0
RNU6-542P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RF00426	0	0	0	0	0	0	0	0	0	0
MIR892C	0	0	0	0	0	0	0	0	0	0
RNU6-977P	0	0	0	0	0	0	0	0	0	0
RNU7-13P	0	0	0	0	0	0	0	0	0	0
RNU6-1049P	0	0	0	0	0	0	0	0	0	0
RNU4ATAC15P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	1	0
RF00554	0	0	0	0	0	0	0	0	0	0
RF00611	0	0	0	0	0	0	0	0	0	0
RNA5SP67	0	0	0	0	0	1	0	0	0	0
RN7SKP253	0	0	0	0	0	0	0	0	0	0
RF00568	0	1	0	1	2	1	0	0	1	1
RNU4-54P	0	0	0	0	0	0	0	0	0	0
RF00322	0	0	0	0	0	0	0	0	0	0
RF00026	0	0	0	0	0	0	0	0	0	0
RNU7-115P	0	0	0	0	0	0	0	0	0	0
RNU6-412P	0	0	0	0	0	0	0	0	0	0
RNU7-3P	0	0	0	0	0	0	0	0	0	0
RNA5SP92	0	0	0	0	0	0	0	0	0	0
RNU6-70P	0	0	0	0	0	0	0	0	0	0
RF00425	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU6-687P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU2-35P	0	0	0	0	0	0	0	0	0	0
RN7SKP265	0	0	0	0	0	0	0	0	0	0
RF00156	0	0	0	0	0	0	0	0	0	0
RNA5SP49	0	0	0	0	0	0	0	0	0	0
RNA5SP461	0	0	0	0	0	0	0	0	0	0
RNA5SP262	0	0	0	0	0	0	0	0	0	0
RNA5SP61	0	0	0	0	0	0	0	0	0	0
RNU6-659P	0	0	0	0	0	0	0	0	0	0
RNU7-153P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNA5SP495	0	0	0	0	0	0	0	0	0	0
RNA5SP417	0	0	0	0	0	0	0	0	0	0
RNU4ATAC12P	0	0	0	0	0	0	0	0	0	0
RNU6-1110P	0	0	0	0	0	0	0	0	0	0
RNA5SP470	0	0	0	0	0	0	0	0	0	0
RNU6-426P	0	0	0	0	0	0	1	0	0	0
RF00422	0	0	0	0	0	0	0	0	0	0
RNU7-192P	0	0	0	0	0	0	0	0	0	0
SNORD116-30	0	0	0	0	0	0	0	0	0	0
RNU6-406P	0	0	0	0	0	0	0	0	0	0
RNU6-1089P	0	0	0	0	0	0	0	0	0	0
RF00006	0	0	0	0	0	0	0	0	0	0
SNORA108	0	0	0	0	0	0	0	0	0	0
RNA5SP24	0	0	0	0	0	0	0	0	0	0
RNU6-966P	0	0	0	0	0	0	0	0	0	0
RNA5SP519	0	0	0	0	0	0	0	0	0	0
RF00402	0	0	0	0	0	0	0	0	0	0
RF00322	0	0	0	0	0	0	0	0	0	0
RN7SKP238	0	0	0	0	0	0	0	0	0	0
RNU6-589P	0	0	0	0	0	0	0	0	0	0
RF00402	0	0	0	0	0	0	0	0	0	0
RNU6-875P	0	0	0	0	0	0	0	0	0	0
RNA5SP134	0	0	0	0	0	0	0	0	0	0
RNA5SP147	0	0	0	0	0	0	0	0	0	0
RNU6-280P	0	0	0	0	0	0	0	0	0	0
RF00090	0	0	0	0	0	0	0	0	0	0
RNA5SP153	0	0	0	0	0	0	0	0	0	0
RNU1-103P	0	0	0	0	0	0	0	0	0	0
RN7SKP21	0	0	0	0	0	0	0	0	0	0
RNA5SP281	0	0	0	0	0	0	0	0	0	0
RNA5SP520	0	0	0	0	0	0	0	0	0	0
RNY4	0	0	0	0	0	0	0	2	1	0
RF00019	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNU6-320P	0	0	0	0	0	1	0	0	0	0
RN7SKP83	0	0	0	0	0	0	0	0	0	0
RN7SKP244	0	0	0	0	0	0	0	0	0	0
RNU6-184P	0	0	0	0	0	0	0	0	0	0
RNU6-1038P	0	0	0	0	0	0	0	0	0	0
SNORD116-25	0	0	0	0	0	0	0	0	0	0
RF00006	0	0	0	0	0	0	0	0	0	0
RF00424	0	0	0	0	0	0	0	0	0	0
RNU6-911P	1	1	0	0	0	0	0	0	2	0
RNU6-964P	0	0	0	0	0	0	0	0	0	0
RNU6-1337P	0	0	0	0	0	0	0	0	0	0
RNU6-62P	0	0	0	0	1	1	0	2	1	0
RNA5SP148	0	0	0	0	0	0	0	0	0	0
RF00322	0	0	0	0	0	0	0	0	0	0
RNU6-503P	0	0	0	0	0	0	0	0	0	0
RNU6-1061P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNA5SP164	0	0	2	0	0	0	0	0	0	0
RNU2-34P	0	0	0	0	0	0	0	0	0	0
RNA5SP121	0	0	0	0	0	0	0	3	0	0
RNU6-1046P	0	0	0	0	0	0	0	0	0	0
RNU6-1256P	0	0	0	0	0	0	0	0	1	0
RF00322	0	0	0	0	0	0	0	0	0	0
RPPH1-3P	0	0	0	0	0	0	0	0	0	0
RNU6ATAC12P	0	0	0	0	0	0	0	0	0	0
RF00561	0	0	0	0	0	0	0	0	0	0
RNU7-25P	0	0	0	0	0	0	0	0	0	0
RN7SKP287	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RN7SKP135	0	0	0	0	0	0	0	0	0	0
RNU6-118P	0	0	0	0	0	0	0	0	0	0
RNU6-506P	0	0	0	0	0	0	0	0	0	0
RNU7-43P	0	0	0	0	0	0	0	0	0	0
RNA5SP360	0	0	0	0	0	0	0	0	0	0
RNA5SP367	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNA5SP43	0	0	0	0	0	0	0	0	0	0
RNU7-51P	0	0	0	0	0	0	0	0	0	0
RNA5SP438	0	0	0	0	0	0	0	0	0	0
RNU6-725P	0	0	0	0	1	0	0	0	0	0
RNU6-358P	0	0	0	0	0	0	0	0	0	0
RF00019	0	0	0	0	0	0	0	0	0	0
RNA5SP395	0	0	0	0	0	0	0	0	0	0
RNU6-504P	0	0	0	0	0	0	0	0	0	0
RF00026	0	0	0	0	0	0	0	0	0	0
RNU6-314P	0	0	0	0	0	0	0	0	0	0
RNU6-68P	0	0	0	0	0	0	0	0	0	0
RNU6-1018P	0	0	0	0	0	0	0	0	0	0
RNU5F-4P	0	0	0	0	0	0	0	0	0	0
RNU6-638P	0	0	0	0	0	0	0	0	0	0
RNU6-1004P	0	0	1	0	1	0	0	0	2	0
RNU6-1007P	0	0	0	0	0	0	0	0	0	0
