Gene	GSM5073707_neg_1	GSM5073708_neg_2	GSM5073709_neg_3	GSM5073711_neg_5	GSM5073714_pos_3	GSM5073719_pos_8	GSM5073720_pos_9	GSM5073722_pos_11	GSM5073724_pos_13	GSM5073729_pos_18	GSM5073730_pos_19	GSM5073732_pos_21	GSM5073734_pos_23	GSM5073738_pos_27	GSM5073739_pos_28	GSM5073744_pos_33
PARP4P1	2	0	0	4	1	0	0	0	0	0	1	0	0	0	0	2
LRRC7-AS1	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
LINC02570	4	0	0	5	0	0	0	0	2	0	0	0	0	1	0	0
RPL21P112	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIA-AS2	23	9	6	30	5	0	0	0	2	0	0	0	0	1	0	0
RPL31P3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL31P14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLIC4P3	0	0	0	6	0	0	1	1	0	4	2	0	0	0	1	23
LINC02702	6	3	6	5	0	0	0	0	0	0	0	0	0	0	0	4
IDI1P1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ1DN	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
PRKCQ-AS1	18	1	4	31	11	1	19	20	31	59	3	6	3	4	0	34
LINC00649	55	34	21	46	28	3	20	5	77	128	39	12	5	15	0	297
MTATP6P20	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00844	10	13	0	14	0	0	0	0	0	0	0	0	0	0	0	0
PPIL1P1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RPL7AP73	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0
RPS13P5	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3
TRIAP1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL36AP10	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
PRXL2CP1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
RAD52P1	1	0	0	4	1	2	1	1	1	0	2	0	1	0	0	0
TMEM161BP1	2	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0
TUBG1P	3	1	0	5	1	0	0	2	1	3	3	5	4	1	2	1
MTCO1P12	169	45	39	63	20	2	16	71	155	101	10	29	5	14	2	36
FLG-AS1	23	16	7	33	12	1	6	5	36	47	8	5	3	2	3	15
RFX5-AS1	2	0	0	6	0	0	1	0	3	7	1	0	0	0	0	8
EIF4HP2	1	3	0	0	0	0	1	0	1	0	1	1	1	0	0	1
KCNMB2-AS1	16	23	0	12	0	0	2	0	29	21	9	2	1	3	2	25
DNAJB12P1	1	2	1	4	0	2	0	1	0	0	0	0	1	0	1	0
LINC02773	7	0	7	1	0	0	0	20	0	2	0	0	0	0	0	3
PTENP1	4	1	0	23	5	0	0	17	11	10	4	1	0	4	1	8
CELF2-AS2	15	4	0	12	0	0	0	0	0	0	0	0	0	0	0	2
LOC105378137	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OR2I1P	27	6	3	51	4	2	0	2	5	3	5	5	4	2	2	19
LINC01679	20	4	0	9	22	0	1	0	7	14	0	1	2	1	0	8
CNTN4-AS1	4	5	2	7	0	0	1	21	18	28	10	6	0	2	1	89
RPL35P1	1	1	0	10	0	0	1	0	2	3	1	0	0	0	0	3
LINC01808	8	3	1	12	0	0	0	0	0	0	0	0	0	0	0	0
RCC2P2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1P19	3	0	0	9	0	0	0	2	0	1	0	0	0	1	1	1
PSME2P1	0	0	0	9	2	1	0	37	27	18	3	5	4	1	1	28
SNRPCP1	3	6	3	4	1	0	0	0	0	0	0	0	0	0	0	0
NPAP1P6	17	15	3	14	0	0	1	0	0	1	0	0	0	0	0	1
RPL10P4	0	1	0	5	0	0	0	1	1	1	0	0	0	0	0	1
LNCATV	17	7	0	24	0	1	1	11	20	19	7	12	1	2	0	30
COX6CP10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HTR3E-AS1	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12
ODAD2P1	4	2	2	2	0	0	0	2	4	24	8	1	0	3	0	38
LMX1A-AS1	2	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0
DDX39BP2	1	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC4P1	8	1	0	6	1	0	0	0	0	1	1	2	0	0	0	6
RALBP1P2	1	1	0	4	1	0	0	0	0	0	0	1	0	0	0	1
S100A11P5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OOSP1P1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V0E1P3	2	0	2	3	0	1	0	0	0	0	0	0	0	0	0	1
SALL4P2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM230P2	1	1	2	1	0	0	1	1	0	5	0	0	0	0	0	2
LINC02257	10	7	0	18	0	0	0	35	3	3	1	1	0	2	0	35
MTND5P22	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
MTND1P30	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ART2P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ISCUP1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZEB2-AS1	2	2	0	14	1	0	2	1	3	0	1	0	0	1	1	5
HSPE1P21	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
SPATA3-AS1	12	8	4	11	6	0	0	0	0	0	0	0	0	0	0	4
LINC01685	12	4	0	10	0	0	0	0	0	0	0	0	0	0	0	2
LRRC57P1	2	3	0	4	0	0	0	0	0	2	0	0	0	0	0	0
XKRYP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPLP0P7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
CDC26P1	3	2	3	5	0	0	0	0	8	6	0	2	0	1	0	12
RBMY2HP	1	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0
TSPY9P	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0
RPSAP32	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MRPL48P1	2	1	5	0	2	1	0	0	1	0	1	0	0	0	0	0
NMNAT1P3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01352	1	2	0	4	0	0	0	0	0	0	0	0	0	1	0	4
NUDCP2	3	1	0	0	0	0	1	1	4	4	1	2	1	0	2	13
LRRC37A2	8	3	2	18	20	7	9	23	233	186	33	39	7	26	5	360
PPP1R26P1	10	14	0	19	1	3	0	4	3	5	2	1	1	0	0	6
FMO8P	7	3	3	5	0	0	0	0	0	0	0	0	0	0	0	2
OFD1P7Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAMP6	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LINC02037	2	1	0	10	0	0	0	0	0	0	0	0	0	0	0	3
ABCA17P	25	13	12	31	1	1	0	0	8	1	3	0	1	1	2	4
LINC01625	15	12	5	31	0	0	0	0	0	0	0	0	0	0	0	3
RPL9P7	0	1	0	3	0	0	0	0	2	2	2	2	0	0	0	29
GOLGA2P5	92	86	39	82	18	8	17	202	618	1011	291	255	50	161	0	1877
LINC02806	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1
RNF14P3	2	5	1	5	0	0	1	1	2	0	0	0	0	0	1	1
RPS13P4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LINC01410	23	14	11	49	12	1	2	10	46	135	7	5	2	16	0	81
RAD21P1	2	5	0	0	1	0	0	3	0	0	0	1	0	1	3	0
SLC25A24P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01589	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
LINC00426	24	12	4	22	61	2	15	8	33	21	12	14	4	1	4	94
MID1IP1-AS1	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	14
SLC9A3P2	2	1	3	1	0	0	0	0	0	0	0	1	0	0	1	0
LINC02854	2	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
GOLM2P1	2	4	0	9	0	0	0	0	2	2	1	1	0	1	1	6
MAP3K20-AS1	13	3	7	25	0	1	0	0	3	0	2	3	0	0	0	2
USP9YP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARPC3P2	0	0	0	0	0	1	0	2	2	13	2	2	1	0	2	3
BRWD1-AS1	3	0	0	0	0	0	0	0	3	0	1	0	0	0	0	7
LOC105376805	5	4	4	13	20	1	6	49	110	233	24	9	2	21	2	174
TUBAP8	4	2	0	12	0	0	1	0	34	18	3	7	0	1	0	59
MLLT10P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E140P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
USP9YP4	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC02863	2	1	2	2	0	0	2	0	9	1	1	0	0	1	0	10
OR7E117P	3	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF14-AS1	32	21	40	65	13	6	6	170	144	275	98	69	12	27	0	627
IFITM3P5	0	5	5	0	0	0	0	2	1	0	0	2	0	2	0	2
LINC01053	6	1	0	12	0	0	0	0	0	0	0	0	0	0	0	3
RPS2P35	3	2	0	13	0	1	0	0	1	0	0	1	0	0	0	1
RPL39P6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPL21P34	1	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0
AHCYP2	1	1	1	5	0	1	0	2	2	2	1	0	0	1	1	0
RPS27P5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD81-AS1	6	0	2	8	0	0	1	11	1	6	1	3	1	1	0	10
SPRING1P2	1	0	0	9	0	0	0	2	0	0	0	0	0	1	0	0
ENOX1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB1P15	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CLUHP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HADHBP1	1	0	0	0	0	0	1	2	0	2	1	0	1	0	0	1
PHACTR3-AS1	9	0	5	8	0	0	0	0	0	0	0	0	0	0	0	1
PAXBP1-AS1	26	12	4	29	18	1	2	0	52	72	2	5	2	2	2	99
LRIG2-DT	8	0	0	9	0	0	0	0	1	2	0	1	1	2	0	12
UBE2V2P3	2	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0
MGAT2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPC1L	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ETDA	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
POLR2LP1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LINC02096	8	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0
TARDBPP2	2	0	0	4	0	0	1	9	3	8	0	0	1	0	2	1
LINC01877	25	10	3	20	0	0	0	0	0	0	0	0	0	0	0	3
MKRN4P	2	0	0	2	11	0	0	4	0	1	1	1	3	1	1	1
CRIP1P2	6	1	1	3	0	0	0	0	1	1	0	0	0	1	0	5
TMEM250	36	13	16	34	60	3	14	179	272	346	93	57	8	41	1	1489
OR7E7P	5	2	0	4	0	0	0	33	24	14	2	2	1	4	0	24
LINC00391	9	5	0	20	0	0	0	0	36	9	3	3	0	0	0	54
TSPY11P	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0
MTCYBP14	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CCR12P	16	13	0	22	0	0	1	0	0	0	0	0	0	0	0	2
LINC02778	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0
OR2W3	3	0	0	8	1	0	2	4	2	4	6	1	1	1	1	0
MYO5BP2	1	0	0	21	0	3	3	2	1	3	2	3	1	1	2	0
RDXP3	1	2	1	0	1	1	0	1	1	3	2	0	0	1	1	1
HMGN2P17	4	6	1	1	0	0	0	0	0	1	0	0	0	0	0	5
ST6GAL2-IT1	1	2	1	4	0	0	0	0	10	1	0	0	0	0	0	1
NSA2P7	2	0	0	1	0	1	1	0	2	2	1	1	0	0	0	3
MTND5P20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF5GP	2	4	7	7	0	0	0	0	19	13	3	0	2	0	0	18
NTM-IT	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	2
RPL21P88	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
LINC00317	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00707	13	2	9	18	0	0	1	0	4	1	0	0	0	0	0	14
PAGE2B	0	1	0	0	0	0	1	2	2	1	1	2	0	0	0	3
IFNWP19	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1
HOMER2P2	2	6	0	4	0	0	0	0	0	0	0	0	0	0	2	1
ALG1L6P	6	5	2	13	2	2	1	9	1	5	4	2	2	3	4	31
TBC1D3P1	15	3	1	14	2	3	2	5	2	5	7	7	0	2	3	3
LINC01448	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MRPL50P2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SLC35E1P1	5	6	3	3	0	0	0	11	12	16	5	10	0	3	0	68
MTND3P23	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD121B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU7-120P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-50P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD13E	2	2	0	0	0	0	0	0	6	4	0	0	0	0	0	0
SNORD11	1	1	0	0	0	0	0	0	7	2	0	3	0	0	0	0
RN7SKP198	0	0	0	2	0	0	0	0	1	0	0	4	0	0	0	4
SNORD126	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RNU7-148P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA13	1	0	0	3	0	0	0	0	6	6	1	0	3	0	0	6
RNU7-140P	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RNU7-57P	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0
MIR2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-103P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-180P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-165P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1211P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-48P	0	0	0	10	0	0	0	0	8	6	0	0	1	1	0	0
RNA5SP233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-171P	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
RNU7-63P	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-186P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-437P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD42B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-136P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-157P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU7-130P	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-893P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-38P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU7-134P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-144P	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1014P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-169P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-14P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-498P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1208P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-749P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-221P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD13P1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-87P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-104P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1270	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RNU7-107P	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
RNU6-599P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD105B	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	2
RNU7-93P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-104P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1193P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-88P	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
RNU7-21P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC28P	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-159P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORD4A	0	0	0	3	8	0	2	0	5	2	0	0	0	0	0	8
RNU7-167P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-54P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-7P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-94P	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-26P	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-300P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-775P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-126P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD42A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-62P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-625P	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-333P	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1037P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-261P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-147P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-97P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-56P	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNY4P25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-96P	1	3	0	0	0	0	0	0	5	0	1	4	0	0	0	9
RNU7-194P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MIR1972-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
RNU7-164P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-90P	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
RNU7-113P	0	0	0	0	0	0	0	0	8	4	1	0	0	0	0	0
SCARNA7	274	219	27	132	414	33	173	1020	4269	7797	809	568	59	595	24	4115
RNU7-27P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA18B	0	0	0	0	0	0	0	0	4	5	0	0	0	2	0	1
LINC02006	13	6	0	5	0	0	0	0	16	14	8	9	0	1	0	65
RNU7-155P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-141P	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0
RNU7-80P	1	0	0	0	0	0	0	0	5	10	0	0	0	1	0	22
RNU7-9P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-92P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-182P	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-152P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD124	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1
SCARNA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-102P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-127P	1	0	2	4	0	0	0	0	2	0	0	0	0	0	0	4
RNVU1-2	1	6	0	1	0	3	2	1	6	2	3	1	2	2	1	0
RNU7-45P	4	2	0	4	0	0	0	28	5	9	3	1	0	2	0	68
RNU7-46P	0	0	0	0	0	0	0	0	1	16	2	0	0	0	0	0
RNU1-131P	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA18	1	2	0	0	0	0	0	0	5	10	2	4	0	0	0	2
LINC02031	8	2	12	17	0	2	1	44	26	95	34	10	2	10	0	282
RNU7-106P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD19B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP210	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-59P	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
RNU6-329P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-85P	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD121A	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	2
RNU1-80P	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-34P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP484	1	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-196P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RNU7-82P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD65B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-953P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-66P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-173P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-19P	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9
SNORA47	5	4	1	3	0	0	1	34	34	55	3	2	4	7	0	162
RNU7-176P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-125P	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2
RNA5SP351	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
RNU7-133P	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
RNU7-187P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-420P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RNU7-88P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-95P	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-74P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU1-98P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-956P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD13D	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD13	43	17	0	4	14	8	45	135	173	224	63	81	16	39	4	40
SNORD127	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RNU7-138P	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
MIR500B	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4
RNU6-274P	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-55P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-24P	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-170P	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
RNU7-23P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-185P	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-73P	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1132P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD123	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0
RNU7-67P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1972-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-119P	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
RNU2-11P	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
SNORD125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD13P3	0	1	0	0	0	0	0	0	5	1	0	1	0	0	0	6
SNORA59A	1	0	0	1	0	0	0	0	10	5	0	1	0	0	0	0
RNU7-195P	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7
RNA5SP310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-197P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD109B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1218P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP269	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNU7-190P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-634P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-717P	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-123P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL5P22	2	0	0	11	0	0	0	0	0	0	0	0	0	0	1	1
RPL21P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL22P20	1	2	2	3	0	0	1	0	0	0	0	0	1	0	1	0
RPL21P106	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0
RN7SL499P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
LINC02023	6	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP39	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
