Gene	NLF_SiC_Un_1_S1_R1_001	NLF_SiC_Un_2_S9_R1_001	NLF_SiC_Un_3_S17_R1_001	NLF_SiH_Un_1_S3_R1_001	NLF_SiH_Un_2_S11_R1_001	NLF_SiH_Un_3_S19_R1_001
LINC02192	0	0	0	0	0	0
LOC102723323	0	0	0	1	1	3
SMG1P3	8	17	15	28	24	30
ATP2A1-AS1	2	2	4	0	0	1
LOC101929566	0	1	0	0	2	4
LOC101927480	60	107	35	40	28	10
PRSS30P	9	0	0	6	0	0
SNAI3-AS1	24	48	42	45	29	81
MAFTRR	0	0	0	0	0	0
MMP25-AS1	22	73	16	20	8	7
RUSF1-DT	1	2	0	1	1	1
LOC730183	3	3	5	4	2	7
ZFHX3-AS1	25	29	12	24	9	8
FBXL9P	6	28	30	16	21	26
LOC105371115	0	1	0	0	0	0
MT1DP	0	0	0	0	0	0
NUP93-DT	1	1	0	1	0	0
DNAJA2-DT	0	1	0	3	1	1
LOC124903659	0	0	0	0	0	0
ERVK13-1	137	284	107	128	118	83
MPHOSPH10P1	1	0	0	0	0	0
MT1L	21	1	102	105	79	377
LCMT1-AS1	7	17	7	4	3	7
YPEL3-DT	3	1	2	10	2	5
LOC107987423	1	0	0	0	0	0
C16orf95-DT	1	0	0	1	2	1
ZNF778-DT	15	22	9	17	10	10
CDIPTOSP	0	4	2	5	2	3
SNHG9	25	26	60	4	8	30
MBTPS1-DT	0	11	6	4	1	3
SNHG19	64	84	75	125	75	158
ZNF213-AS1	40	136	63	75	53	45
COG4	538	777	548	1109	885	887
CLEC16A	517	564	293	385	194	272
SGSM2	846	1375	694	976	495	377
ANKFY1	1684	2864	1171	1851	2273	1099
LOC122526780	26	52	14	31	13	13
ZZEF1	1252	1959	1078	1160	1042	914
CRK	2367	2839	1886	3003	2563	2636
LOC105371430	0	0	0	0	0	0
TEKT1	0	1	0	1	6	0
PIMREG	7	10	4	4	8	9
CAMKK1	46	311	104	46	202	86
LOC100128007	0	0	0	0	0	0
P2RX1	1	9	0	0	0	0
C17orf97	28	26	39	30	4	28
PITPNM3	50	437	110	40	58	43
C17orf100	45	51	20	28	33	15
ALOX15P1	0	0	0	0	1	0
ZNF287	124	127	97	104	70	61
RYKP1	4	2	1	5	0	2
ATP2A3	46	1207	515	98	1387	438
SLC13A5	1	0	1	1	0	0
ATPAF2	128	177	166	79	63	64
LOC124903940	0	0	0	1	2	3
MEIS3P1	17	37	7	27	18	5
TXNDC17	412	570	785	345	440	769
KIAA0753	520	697	353	309	157	189
LRRC75A	64	95	32	20	12	0
NCBP3	838	1044	520	838	445	537
LOC100419436	0	2	1	1	0	0
SRP68P3	0	0	0	0	0	0
PRAL	2	24	2	2	19	0
RPL34P31	5	7	4	5	4	10
SLC47A1	1	30	0	0	12	2
WSB1	2187	3698	1205	4239	1168	1035
BRI3P3	0	0	0	0	0	0
PEMT	72	87	157	41	67	57
MEIS3P2	5	8	0	6	4	2
MED31	74	65	148	71	129	249
MFSD1P1	6	3	5	2	0	2
MIEF2	111	196	207	73	65	75
USP22	3369	4065	2670	3384	2508	2283
DRC3	21	44	7	12	8	3
SMCR5	0	0	0	0	0	0
FLII	1536	2634	2098	2263	2281	2417
ALKBH5	1166	1719	1252	1452	1351	1208
LINC01992	0	0	0	1	0	0
DRG2	251	433	299	314	271	328
ZSWIM7	106	137	185	116	78	142
AIPL1	0	1	0	0	0	0
EIF1P5	1	0	0	0	1	0
FBXO39	7	9	0	6	23	1
NATD1	591	1627	619	364	306	139
MTND2P12	1	0	0	0	0	0
LINC02088	0	0	0	0	0	2
SYPL1P2	0	0	2	0	1	2
CPD	6818	6664	3607	10119	4881	4418
MYO1D	83	14	48	137	6	49
BLMH	385	509	225	530	292	301
ZNF830	277	342	185	261	169	202
NSRP1	843	1591	878	1034	1319	1467
IL6STP1	6	5	2	4	0	0
SMURF2P1	4	1	0	3	2	5
NXN	2711	3287	1869	887	556	604
SNORD3B-1	0	0	0	0	0	0
TEFM	84	93	104	73	54	120
TMEM132E-DT	0	0	0	0	0	0
GID4	433	580	339	385	236	281
TTC19	456	679	321	612	398	276
TBC1D29P	0	0	0	3	3	0
AP2B1	5759	7946	3698	5672	4868	3762
CCT6B	13	22	8	38	23	20
TLK2P1	24	23	16	16	18	18
RHBDL3	4	4	2	1	1	0
PRPSAP2	367	484	299	225	185	191
DUSP14	835	1091	983	535	735	1090
LIG3	273	265	260	397	472	379
MRPL45	403	552	415	405	273	414
UBL5P2	0	3	0	0	0	0
NLK	348	497	254	480	477	407
ARHGAP23	2279	1254	1856	1290	359	1069
GRB7	0	6	3	0	0	0
ACACA	901	1054	583	734	681	745
NEUROD2	0	1	0	0	2	0
TMEM98	1399	1122	1184	1203	492	718
CDC6	35	42	29	39	28	39
PSMD3	1180	1530	1536	1690	1577	2385
IKZF3	0	1	0	1	0	0
PGAP3	247	439	204	255	208	141
WIPF2	1018	1482	828	826	541	477
AKAP10	783	992	555	722	541	602
TADA2A	281	358	161	233	167	206
RPL23	11804	8617	13510	16919	7610	17691
LOC105371734	0	0	0	0	0	0
PPP1R1B	2	3	12	8	2	0
RPL23AP75	0	2	2	0	0	0
NPEPPSP1	2	0	0	80	1	0
SOCS7	374	506	393	329	295	244
C17orf78	0	0	0	0	0	0
GJD3	55	34	56	151	57	55
FBXL20	456	717	336	497	248	264
MIEN1	214	408	523	250	299	360
FBXO47	0	0	0	0	0	0
FKBP10	2347	3678	2232	22249	15087	12324
SLC6A4	3	3	1	4	2	0
TBC1D3P5	0	0	1	0	0	0
MSL1	2249	2559	1348	3467	1838	1976
RARA-AS1	19	21	15	23	18	17
RARA	265	376	220	272	207	180
SNORD3B-2	0	0	1	0	0	0
CCR7	7	69	7	23	28	10
RPL21P121	0	0	0	0	0	0
TOP3A	312	505	348	468	365	443
ETV4	100	87	145	124	50	82
SRCIN1	1	2	0	2	0	0
LASP1	5907	7270	6293	6059	6101	6505
CDK5R1	30	59	38	26	21	49
LOC100421100	0	0	0	0	0	0
MSANTD3P1	0	0	0	0	0	0
GSDMA	0	2	1	0	0	0
TUFMP1	17	30	21	18	19	12
LINC00672	19	63	49	19	9	19
ORMDL3	898	1331	1225	405	372	349
P3H4	727	962	794	2158	1752	1463
TNS4	0	11	1	1	3	0
COPRS	413	670	674	448	637	656
RPL7AP65	0	0	0	1	0	0
GPATCH8	1085	1308	823	1142	798	750
SRSF6P2	12	8	3	8	4	4
USP32P3	15	13	4	14	6	2
AOC3	24	30	17	34	15	14
SMCR8	527	770	496	921	638	705
FAM83G	221	325	383	265	138	278
NT5C3B	459	808	793	657	577	789
TNPO1P3	3	8	1	4	0	13
G6PC1	0	0	0	0	0	0
STARD3	548	849	664	339	273	315
MEOX1	4	0	0	0	0	0
DHX8	870	1335	823	970	883	815
HAP1	3	3	10	70	11	6
MED1	1411	1345	897	1091	784	753
IGFBP4	5557	19264	7242	46021	68256	33142
BECN1	606	970	615	645	672	723
ARL4D	65	220	159	76	294	148
CNTD1	7	17	6	8	8	6
HOXB9	1	0	6	2	0	0
PPIAP54	0	0	0	3	0	0
ZNF624	86	62	31	84	28	24
TMEM11-DT	5	13	10	3	5	9
RFLNB	823	571	709	422	110	382
HOXB-AS2	12	16	11	40	5	6
CRLF3	192	278	198	126	77	144
JUP	538	918	714	539	118	200
WNK4	146	143	91	124	28	92
MIR2117HG	0	0	0	0	0	0
KRT17P3	0	0	1	0	0	2
RAI1-AS1	0	0	0	0	0	0
SH3GL1P2	1	1	0	0	0	0
NGFR-AS1	0	0	0	0	0	0
SMCR2	0	0	0	0	0	0
LUC7L3	2385	3688	2029	2446	1574	2444
XAF1	148	1179	129	359	1228	43
CASC3	1302	1553	922	1710	1085	1034
PRR15L	0	1	0	2	1	2
ATAD5	26	55	29	31	20	11
NR1D1	270	467	337	565	695	597
UTP6	531	800	500	600	741	713
AOC2	5	28	20	6	16	24
HOXB4	450	334	280	400	147	149
TCAP	1	11	5	3	3	2
LRRC37BP1	88	112	45	52	33	39
ANKRD40	1058	1051	732	893	681	604
CDK5RAP3	157	400	123	309	192	132
ABI3	2	2	0	0	0	0
RPS2P48	0	1	1	2	0	1
WFIKKN2	1	3	0	5	1	0
MMD	1540	869	655	639	111	133
UBE2Z	1841	2683	2019	3096	3448	3322
RPL5P33	0	0	0	0	0	2
SP6	9	9	1	5	2	4
HOXB-AS1	39	42	25	44	32	21
RPL32P32	1	1	0	0	1	2
LOC101927855	0	6	1	2	10	3
HOXB-AS4	0	0	0	0	0	0
COA3	305	430	472	164	126	236
NDUFB8P2	0	2	3	2	0	0
GNGT2	0	0	1	0	0	1
COPZ2	310	726	636	824	1097	1365
SLC47A1P1	0	0	1	0	0	0
RPS17P3	0	0	0	1	0	0
H3P42	0	1	0	0	0	0
ABCC3	214	1902	584	591	1119	887
ITGA3	2212	6229	4080	1438	1911	1422
SMARCE1	171	202	91	175	83	63
HOXB8	16	21	121	13	0	22
GAST	0	0	1	0	0	0
UTP18	679	790	608	770	690	1035
LOC105371814	1	1	4	3	7	7
LINC01482	0	0	0	0	0	0
RPL23AP74	0	0	1	4	2	2
TUBD1	43	84	34	65	41	39
HOXB-AS3	298	277	443	214	172	285
RPS6KB1	1039	1231	605	892	648	524
CA10	1	0	0	0	0	0
CACNG5	0	0	0	0	0	0
RNFT1	181	254	152	169	108	121
TBX2	1214	2209	1271	3482	3356	2943
MAP2K6	207	50	19	154	10	4
PRKCA	4496	3572	2436	3548	1720	1861
ATG12P1	34	27	26	18	20	27
LINC02073	0	0	0	0	0	0
ABCA9-AS1	0	0	0	4	0	1
TOM1L1	197	402	163	144	200	108
RPL9P28	6	2	1	2	0	2
PSMD7P1	4	8	12	13	14	21
RNFT1-DT	0	0	0	0	0	0
NGFR	0	2	1	0	10	5
TOB1	1389	2059	846	1556	1362	1159
HSF5	0	0	0	0	1	0
HELZ-AS1	1	2	0	7	0	0
RGS9	22	71	34	44	89	54
CACNG4	1	84	0	2	6	1
SNF8	262	432	322	409	352	453
APOH	0	0	0	0	0	0
LOC100418888	18	28	15	13	20	11
SDK2	9	8	9	2	9	2
LINC01483	2	3	1	0	0	0
LOC100134391	0	0	0	0	0	0
NHERF1	223	491	245	157	468	192
PSMD12	1363	1587	1234	1525	1468	2140
NAT9	286	473	395	700	752	647
TBC1D3P1	0	0	0	0	0	0
HOXB7	149	292	268	191	135	207
GRIN2C	9	27	5	7	17	22
LINC02086	0	3	0	1	1	0
LOC653653	36	28	29	34	13	15
RPL7P48	1	0	3	3	1	4
KCTD2	505	817	613	492	428	485
HELZ	1152	1276	728	1410	884	751
TBC1D16	790	755	714	1313	683	1072
COX11	450	515	434	322	208	392
CBX1	1597	1722	1246	997	572	605
MED13	2083	2259	1131	2390	1806	1489
TOB1-AS1	4	12	0	4	0	4
NFE2L1	2058	3421	2095	4908	5346	4427
PSMD11	930	1169	912	1195	1382	1539
HOXB6	216	168	301	402	158	356
TMEM104	229	403	362	364	541	515
HLF	0	17	8	1	18	6
MAP2K3	745	1545	1625	381	693	750
LOC101928251	0	1	0	0	0	0
PRKCA-AS1	0	1	0	0	0	0
SKAP1	0	0	0	1	2	0
TOP2A	125	312	116	183	110	102
ARHGAP27P1-BPTFP1-KPNA2P3	10	23	9	11	12	11
CA4	0	0	0	0	0	0
SCAT1	0	0	0	0	0	0
POLRMTP1	18	30	28	23	21	27
LINC02875	7	28	26	14	9	26
RAB37	0	8	4	0	1	0
SGSH	520	1104	546	969	997	680
ATP5MC1	192	345	537	207	436	545
TBX4	226	478	30	170	277	21
DNAH17	12	50	23	25	8	21
GNA13	2320	3029	1563	2060	2045	2293
ASPSCR1	139	277	201	304	281	292
STX18P1	4	8	10	13	1	3
CBX8	120	159	120	60	62	67
LINC01979	0	1	0	0	0	0
IGF2BP1	452	249	358	391	87	205
VMP1	2755	4982	2231	3907	2540	3127
SLC16A6P1	0	0	0	2	0	0
RPS29P21	0	0	0	0	0	0
MBTD1	837	715	226	781	370	279
USP32	1040	1334	606	997	910	765
CBX4	323	379	287	297	384	343
SLC47A1P2	0	7	0	0	0	0
CEP112	123	251	94	70	70	59
LINC01977	3	8	0	1	1	0
FOXK2	740	760	587	528	389	482
DNAH17-AS1	0	0	0	0	0	0
RPL23AP87	1	0	0	2	0	2
MYL6P5	2	0	0	0	0	0
ABCA5	174	348	99	143	115	70
STXBP4	263	315	124	287	306	136
MTCO1P40	84	1368	100	109	822	71
SLC26A11	225	411	263	368	431	384
MARCHF10	1	0	8	3	2	3
LINC02594	0	1	0	2	0	0
PCTP	176	241	159	122	110	118
ALOX12P1	0	0	0	0	0	0
SSH2	594	1133	354	2583	1642	981
CASC17	0	0	0	0	0	0
TMEM100	73	49	21	78	26	60
GIP	0	1	6	1	2	2
FZD2	1350	1073	684	563	121	169
RNA5SP434	0	0	0	0	0	0
RNA5SP435	0	0	0	0	0	0
MIR6777	0	0	0	0	0	0
RN7SL426P	0	0	1	0	0	0
MIR4522	0	0	0	0	0	0
RNU6-1267P	0	0	0	0	0	0
MIR6867	0	2	0	0	0	0
SNORD124	0	2	0	1	0	0
RN7SL316P	1	0	0	0	0	0
RNA5SP441	0	0	1	0	0	0
Y_RNA	0	0	0	0	0	0
MIR4728	0	0	0	0	0	0
RNU6-711P	0	0	0	0	0	0
RNU6-233P	0	0	2	0	0	0
RN7SL399P	0	0	0	2	0	0
RNU6-406P	0	0	0	0	0	0
RNU6-287P	0	0	0	0	0	0
MIR6781	0	0	0	0	0	0
MIR196A1	0	0	0	0	0	0
MIR6779	0	0	1	0	0	0
MIR152	0	0	1	0	0	0
RNU6-450P	0	0	0	0	0	0
SCARNA20	0	1	0	0	3	0
Metazoa_SRP	0	0	0	0	0	0
MIR6129	0	0	0	0	2	0
RNU6-826P	0	0	0	0	0	0
RNU7-115P	0	0	0	0	0	0
MIR634	0	0	0	0	0	0
LOC124904115	8	5	2	1	0	0
RN7SL404P	0	0	0	0	1	0
AARSD1	17	27	11	27	20	15
NOL11	736	774	581	578	481	749
SNORA38B	0	1	0	0	0	0
RPL17P41	0	0	0	1	0	0
RN7SL622P	0	0	0	1	0	0
FBXO36P1	0	0	0	0	0	0
LOC124904048	0	2	1	1	0	1
LRRC37A16P	28	31	9	13	2	13
RDM1P3	1	0	0	0	3	0
ARHGAP27P2	0	0	0	0	0	0
WIPI1	572	783	605	3209	2208	2321
MIR635	15	25	6	40	19	25
ALDH3A2	628	6068	407	418	4414	233
LOC124900397	0	0	0	0	0	0
ALDH3A1	0	1290	4	0	394	0
ULK2	263	475	189	313	151	124
LOC101927539	0	0	0	0	0	0
RN7SL449P	1	0	2	0	0	0
MRPS23	410	503	611	308	271	564
LINC02076	0	0	0	1	0	0
TNPO1P2	9	3	1	7	9	13
LGALS9C	0	0	0	1	0	0
SRP68P2	0	1	0	0	0	0
PAIP1P2	7	7	8	4	3	6
UBE2SP2	0	0	3	2	1	1
FBXW10	2	4	0	2	20	1
TVP23B	324	653	445	826	1345	1268
LOC101929141	0	0	0	0	0	0
USP32P2	0	0	1	5	0	0
FAM106A	40	1	13	64	1	17
SENP3	167	276	331	134	107	235
SENP3-EIF4A1	0	2	0	0	1	0
CD68	0	0	0	0	2	2
MPDU1	354	503	845	495	527	872
SOX15	26	8	20	12	6	14
FXR2	488	651	687	613	578	737
SHBG	9	18	12	13	10	11
SAT2	412	689	398	751	562	635
ATP1B2	5	4	4	3	1	6
EFNB3	176	109	48	64	9	5
RPL29P2	0	0	0	0	0	1
Vault	0	1	0	0	0	0
RPS29P22	0	0	0	0	0	0
PYY2	2	2	0	2	3	7
KRT18P55	0	0	0	0	0	1
TMEM97	155	114	136	181	57	343
TNFAIP1	999	1861	1320	1260	1087	1160
POLDIP2	843	1311	1285	1317	1343	1776
TMEM199	64	120	115	57	83	143
VTN	23	101	29	16	22	6
MYO1C	3816	4957	3771	3495	3163	3086
INPP5K	343	717	418	681	734	608
RILP	47	96	62	68	75	43
PRPF8	5299	6506	3726	6735	5084	4222
TLCD2	390	556	155	637	137	133
SERPINF2	2	1	1	4	1	1
SERPINF1	5399	300	1674	10664	96	1340
SMYD4	197	244	171	225	165	197
RPA1	1331	1752	1081	1011	893	994
ZNF286B	19	52	19	11	23	2
RNFT1P3	0	1	1	0	0	0
HNRNPA1P19	0	0	0	0	0	1
OLA1P2	0	0	0	0	0	0
SCDP1	12	6	22	15	3	19
ABHD17AP6	2	0	1	1	1	0
LINC01152	3	10	4	10	5	5
LINC02097	0	0	0	1	0	0
SOX9	683	522	433	797	419	353
LINC02003	0	1	0	0	1	0
SOX9-AS1	4	10	5	7	4	1
Metazoa_SRP	0	0	0	0	0	2
STH	0	0	0	0	0	0
SPOP	829	906	396	1392	1037	793
SLC35B1	539	624	668	425	456	664
FAM117A	28	85	38	10	9	2
KAT7	542	769	430	574	422	331
SRP14P3	0	0	0	0	0	0
DLX4	4	1	1	0	2	0
DLX3	1	0	1	0	0	0
CEP131	62	112	62	90	24	33
NDUFAF8	190	356	814	282	471	1080
SLC38A10	764	923	753	2446	1554	1305
TMEM105	2	3	0	0	0	0
RENO1	27	69	18	35	10	6
MIR4740	0	0	1	0	0	0
MIR3186	4	2	0	1	0	1
LINC01971	1	0	0	0	0	2
FAAP100	446	617	559	310	301	269
Y_RNA	0	0	0	1	0	0
LOC284191	1	0	0	0	0	0
MPRIP-AS1	2	1	2	0	0	2
RNU6-767P	0	0	0	0	0	0
RN7SL775P	0	0	2	0	0	0
PLD6	23	64	68	27	56	58
FLCN	705	1314	655	843	648	602
ACTG1P24	0	0	0	3	2	0
COPS3	748	978	669	796	794	1126
NT5M	3	20	13	21	21	22
RPL13P12	203	1049	203	330	997	215
LOC644909	0	0	0	0	0	2
TSEN15P1	12	15	8	4	3	4
MED9	188	276	183	116	84	83
RASD1	4	36	24	17	64	47
RPL27	7095	5023	10752	8613	5223	13400
B4GALNT2	0	0	0	0	0	4
TMEM132E	3	0	0	7	1	0
IFI35	114	541	150	290	1630	100
TMEM11	239	496	524	257	269	377
RAB5C	395	602	635	450	548	533
HOXB13	0	0	0	0	0	0
FBXW10B	1	16	3	2	55	3
NXPH3	15	40	10	22	8	0
CDK12	892	1107	631	1191	825	782
PNPO	204	397	333	171	276	204
CYB5D2	143	445	176	325	511	363
TRPV3	12	68	8	2	12	5
SLC43A2	271	626	376	70	81	101
CSF3	0	0	1	118	1	43
THRA	882	1025	621	1589	1004	904
MPRIP	3394	3901	2955	1206	537	588
EIF4A1	55	89	37	119	89	63
PLSCR3	10	15	20	4	2	5
TMEM256-PLSCR3	0	2	1	0	1	0
TMEM256	24	45	78	56	33	44
NLGN2	1049	1689	908	1148	647	465
SPEM2	0	0	0	2	0	0
SPEM3	0	0	0	0	0	0
TMEM102	10	49	12	2	1	0
FGF11	0	2	0	1	0	0
CHRNB1	50	77	54	20	26	11
TMEM88	1	2	2	5	4	1
CYB5D1	5	14	11	9	1	1
SCARNA21	0	1	0	5	1	4
TRAPPC1	724	1519	1361	725	1017	963
CNTROB	218	360	236	335	203	245
GUCY2D	0	0	0	0	0	0
ALOX12B	0	0	0	0	0	0
HES7	5	12	13	1	3	0
PER1	176	184	172	163	89	161
VAMP2	589	1269	788	422	311	331
TMEM107	59	91	54	24	27	23
MIR4521	0	0	0	0	0	0
BORCS6	44	91	87	47	27	42
AURKB	7	15	7	5	0	7
PFAS	188	164	143	181	71	66
SLC25A35	40	105	43	20	14	9
RANGRF	11	27	29	19	5	7
ARHGEF15	0	0	0	0	0	0
LOC124900396	1	0	0	0	0	0
ODF4	0	0	0	0	0	0
RPL26	609	646	993	899	489	1032
PPIAP52	0	1	0	0	0	0
CCDC42	0	0	0	0	0	0
NTN1	29	183	18	42	130	38
LOC101928266	0	4	0	0	1	0
STX8	376	434	353	222	175	218
CFAP52	3	5	3	0	0	2
USP43	0	0	0	0	0	0
GLP2R	2	10	4	7	13	8
RCVRN	2	0	0	1	0	0
RPS27AP1	0	0	2	0	0	0
MYH13	1	0	0	16	0	0
MYHAS	0	0	0	0	0	0
MYH1	0	0	0	0	0	0
MYH2	0	0	1	0	0	0
MYH3	6	45	10	10	17	13
SCO1	597	986	576	472	464	546
ADPRM	161	245	116	164	182	139
TMEM220	49	188	69	54	68	39
MAGOH2P	3	3	5	2	2	1
TMEM220-AS1	5	13	1	8	5	10
DNAH9	0	2	0	1	0	0
ZNF18	88	88	30	146	127	113
MAP2K4	1040	1269	712	826	693	664
MIR744	0	0	0	0	1	2
ARHGAP44-AS1	0	0	0	0	0	0
ELAC2	620	1233	897	468	575	734
LINC02093	0	0	0	0	0	0
HS3ST3A1	554	151	211	346	65	185
MIR548H3	0	0	1	1	0	0
CDRT15P1	0	0	0	1	3	0
COX10	207	268	204	120	73	76
SNORA74	0	0	2	0	0	0
CDRT15	0	3	0	0	0	0
HS3ST3B1	816	310	270	875	169	497
MGC12916	6	3	6	22	9	39
RPS18P12	30	7	19	28	10	26
LINC02096	0	0	0	0	0	0
PRPSAP1	370	556	362	429	213	269
SPHK1	144	108	282	307	198	346
UBE2O	325	476	319	634	603	664
RPL7P49	0	0	0	0	0	0
CYGB	348	281	536	1059	322	438
PRCD	9	14	22	31	8	14
SNORD1B	0	0	0	0	0	1
LOC122455342	0	3	0	0	4	0
ST6GALNAC2	0	4	1	2	4	0
ST6GALNAC1	0	0	0	0	0	0
LOC105274304	2	6	3	4	1	6
RNY4P36	0	1	0	0	0	0
SRSF2	1455	1360	1143	1200	923	1101
RNU6-97P	0	0	0	1	0	0
RHBDF2	118	144	149	211	191	192
SNHG20	16	51	26	21	16	18
SEC14L1	1577	2127	1494	1701	1294	1498
RNU4-47P	2	0	1	0	0	0
CYCSP40	0	1	0	0	0	0
Y_RNA	0	2	0	0	3	0
LOC112268198	1	17	4	14	8	2
LINC01180	0	0	1	0	0	0
MEIOC	10	37	12	7	5	9
CCDC43	186	281	228	329	308	447
DBF4B	46	126	58	54	24	14
RN7SL819P	0	0	1	0	0	0
RPL6P26	0	0	0	0	0	0
ADAM11	29	24	6	29	14	10
GJC1	997	833	520	546	268	455
HIGD1B	0	0	0	1	1	0
EFTUD2	1316	2076	1492	1115	1142	1307
CCDC103	0	0	1	1	0	0
KIF18B	1	2	0	5	0	0
KIF18B-DT	0	3	0	0	0	0
C1QL1	119	54	36	141	18	58
LINC01970	1	4	0	4	0	3
CD7	6	21	6	2	8	1
SECTM1	311	1191	389	275	443	93
TEX19	0	0	0	3	1	0
OGFOD3	294	461	368	346	343	295
HEXD-IT1	3	11	3	5	0	0
NARF-AS1	0	5	0	2	1	0
NARF-IT1	2	3	1	4	0	0
TEKT3	3	1	0	3	0	0
PMP22	3671	4392	1840	3750	1883	1669
EIF5A	2004	2259	2701	2963	4042	3869
GPS2	27	44	25	30	35	28
NEURL4	196	363	202	322	238	201
ACAP1	19	40	17	25	22	20
ZBTB4	1371	2062	1455	2753	1884	2181
MAPK8IP1P1	2	1	2	0	0	0
ARL17B	12	11	9	10	9	8
NSFP1	5	28	0	1	4	64
ARL17A	12	19	9	11	5	5
FAM215B	0	1	0	2	0	0
SNORD3A	2	7	0	1	4	10
SNORD3C	0	0	0	0	0	0
EPN2-AS1	0	3	0	1	0	0
MIR1180	0	1	0	0	0	0
MAPK7	406	703	371	686	596	330
MFAP4	9609	6458	1011	6440	2819	982
RNF112	80	337	43	63	134	19
LINC02094	0	0	0	0	1	0
RPS2P46	212	212	231	352	130	320
RPL17P43	0	1	0	0	1	2
ALOXE3	0	8	9	4	0	1
NPLOC4	1431	2302	1845	1739	1857	1974
PDE6G	5	4	4	0	1	2
OXLD1	71	115	121	94	111	137
CCDC137	207	247	341	271	213	461
MIR6786	0	0	0	0	0	2
MRPL12	15	35	44	17	20	54
SLC25A10	9	11	27	5	6	8
FSCN2	24	18	17	0	1	2
RECQL5	167	244	108	344	166	202
SMIM6	0	0	0	0	0	0
SAP30BP	677	1000	849	508	533	792
ITGB4	12	12	6	9	1	3
H3-3B	8389	10046	5637	2009	1927	1628
UNK	260	414	227	421	322	301
WBP2	945	2042	1405	761	827	875
TRIM47	182	214	105	97	57	44
TRIM65	255	364	240	183	78	90
MRPL38	17	64	39	29	21	18
ACOX1	600	1260	653	479	315	419
TEN1-CDK3	9	16	5	6	9	1
TEN1	1	0	0	0	1	0
EVPL	0	0	0	0	0	0
SRP68	1309	1636	1173	1373	1266	1247
SGSM2-AS1	21	55	8	16	5	6
MNT	230	329	181	435	197	205
METTL16	481	575	338	490	366	505
EIF4A1P9	0	0	0	0	0	0
SAMD11P1	0	0	0	0	0	0
RN7SL608P	0	2	0	5	1	3
PAFAH1B1	3014	3602	1748	2970	2403	2369
COIL	406	418	302	175	102	135
SCPEP1	1015	1640	575	2116	1930	1655
RNF126P1	0	0	0	0	0	0
AKAP1	312	478	319	217	157	204
MSI2	492	695	420	298	331	217
CUEDC1	596	930	886	847	1038	1230
VEZF1	1934	2100	1210	1162	899	662
SRSF1	1218	1057	730	968	649	803
DYNLL2-DT	0	0	0	0	0	0
DYNLL2	1249	2345	1250	1566	2087	1687
EPX	0	3	0	1	0	0
LOC105371841	0	0	0	0	0	0
NME2	38	56	73	57	46	128
SNX11	294	425	445	81	132	107
RAPGEFL1	45	96	57	129	56	59
NDEL1	781	1286	716	904	1055	893
AANAT	0	1	0	3	0	0
ZNF652	275	273	102	466	207	177
WDR81	427	625	431	498	313	339
CALCOCO2	1028	1505	775	1376	1293	1114
JMJD6	310	412	417	386	417	567
PHOSPHO1	3	6	13	0	0	1
GOSR1	985	1265	723	835	851	751
SLC5A10	0	2	0	0	1	2
TOM1L2	1077	2450	1674	825	1194	974
TMEM95	0	1	0	0	2	0
HEXD	89	109	53	127	42	38
IFT20	337	372	358	635	478	851
NME1	117	166	236	100	179	235
MYOCD	26	112	2	37	83	25
GRAP	0	0	0	0	0	0
METTL23	81	139	122	295	253	318
MKS1	85	114	68	78	29	38
SARM1	61	208	66	129	103	110
SLC46A1	51	124	47	106	119	111
RPS7P1	846	394	784	1061	412	1331
UNC119	343	522	495	327	212	264
PIGS	859	1384	876	1488	1553	1163
ALDOC	219	315	298	267	135	168
SPAG5	41	52	24	53	21	47
SPAG5-AS1	5	17	1	12	4	11
BLTP2	2324	3094	2226	1812	1408	1861
SDF2	570	863	796	692	869	1094
SUPT6H	2633	4502	2494	3671	3529	3277
RAB34	1977	1936	1901	2119	1939	1737
RPL23A	3684	3898	4024	5058	3059	5596
SNORD42B	0	0	0	0	0	0
TLCD1	41	62	54	121	169	153
NEK8	41	75	49	78	63	25
NSF	600	911	569	1374	1848	1586
RPS7P11	27	48	26	65	35	35
LINC01028	0	0	0	0	0	0
KCNJ2	414	347	306	972	662	1558
CALM2P1	0	0	0	0	0	0
ZACN	0	2	2	2	1	1
GALR2	0	3	2	0	0	0
EXOC7	633	981	733	1055	1025	1057
MIR6868	0	0	0	0	0	0
RNF157-AS1	0	0	0	0	0	0
SKA2	411	429	327	305	233	284
RNU2-58P	0	0	0	0	0	0
PRR11	84	109	86	103	67	62
RTN4RL1	8	15	11	5	2	3
DPH1	202	287	261	247	151	230
DPH1-AS1	4	5	0	2	0	1
MIR212	0	4	0	0	0	0
HIC1	627	142	164	1212	193	434
SMG6	921	1172	654	1219	533	573
MCUR1P1	0	3	0	0	1	0
RN7SL624P	1	0	0	0	0	0
LOC101927839	0	0	0	1	0	0
SRR	122	170	112	115	76	106
HNRNPA1P16	1	9	1	0	4	3
TSR1	900	1011	733	827	698	760
SNORD91B	0	1	0	0	1	0
SNORD91A	2	0	0	1	0	2
CYB561	99	338	215	118	257	226
PPIAP55	0	0	0	1	0	0
ACE	12	18	29	38	12	12
FAM136DP	5	8	3	0	3	0
MAP3K3	912	1206	741	690	341	510
EEF1DP7	0	1	0	0	0	0
LIMD2	111	57	90	78	36	41
